Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B2 İleri Akademik İsimler,peppers,biber,isim,B2,,I don't like green peppers.,Yeşil biberden hoşlanmam.
C1 Üst Düzey Akademik İsimler,perception,"algı, algılanma, feraset",isim,C1,,Maybe it's a question of perception.,Belki bu bir algılama sorunudur.
C1 Üst Düzey Akademik İsimler,performance,"performans, oynanma, gösteri",isim,C1,,I loved Tom's performance.,Tom'un performansını sevdim.
B1 Temel Akademik İsimler,period,"devir, dönem, çağ",isim,B1,,We have French third period.,3. dönemde Fransızca dersimiz var.
B1 Temel Akademik İsimler,permit,"izin vermek, ruhsat, izin",isim,B1,,I won't permit it.,Ona izin vermeyeceğim.
C1 Üst Düzey Akademik İsimler,personality,"kişilik, şahsiyet, önemli kişi",isim,C1,,I like Tom's personality.,Tom'un kişiliğini seviyorum.
C1 Üst Düzey Akademik İsimler,persuasion,"ikna etme, inandırma, ikna",isim,C1,,The investigation highlighted the critical role of persuasion.,Soruşturma ikna etme kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,pet,"evde beslenen hayvan, ev hayvanı, evcil hayvan",isim,B1,,Do you have a pet?,Bir evcil hayvanın var mı?
B1 Temel Akademik İsimler,petrol,"petrol, benzin",isim,B1,,The investigation highlighted the critical role of petrol.,Soruşturma petrol kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,pharmacist,eczacı,isim,C1,,You should be a pharmacist.,Sen bir eczacı olmalısın.
C1 Üst Düzey Akademik İsimler,phenomenon,"algılanabilen şey, olağanüstülük, olgu",isim,C1,,It's a normal phenomenon.,Bu normal bir olgudur.
B1 Temel Akademik İsimler,photo,"foto, fotoğraflamak, resim vermek",isim,B1,,I sent you a photo.,Sana bir fotoğraf gönderdim.
C1 Üst Düzey Akademik İsimler,photosynthesis,"fotosentez, ışılbireşim, ışık yardımı ile besin biriktirme süreçi",isim,C1,,The investigation highlighted the critical role of photosynthesis.,Soruşturma fotosentez kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",physician,"tıp adamı, hekim, tabip",isim,B2,,He is not a physician.,O bir doktor değil.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",physics,fizik,isim,B2,,I got a B in physics.,Fizikten B aldım.
B1 Temel Akademik İsimler,piano,"piyano çalgı, piyano, hafif",isim,B1,,It's an old piano.,O eski bir piyano.
B1 Temel Akademik İsimler,pile,"yığın, istif etmek, tepeleme doldurmak",isim,B1,,There's a big pile of mail on your desk.,Masanızda büyük bir yığın posta var.
B1 Temel Akademik İsimler,pilots,"türk jet pilotları, hava yolu nakil pilot lisansı, ticari pilot lisansı",isim,B1,,I know lots of pilots.,Bir sürü pilot tanıyorum.
B1 Temel Akademik İsimler,pizza,pizza,isim,B1,,I don't like pizza.,Pizza sevmiyorum.
B2 İleri Akademik İsimler,placing,"tahsisli satış, yerleştirme, yerine koyma",isim,B2,,I'm placing you under arrest.,Seni tutukluyorum.
B1 Temel Akademik İsimler,plan,"planlamak, tasarlamak, plan",isim,B1,,I've got a plan.,Bir planım var.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",plant,"bitki, tesis, fabrika",isim,B1,,Did you plant this tree?,Bu ağacı sen mi diktin?
B1 Temel Akademik İsimler,plays,oyunlar,isim,B1,,He plays chess very well.,Çok iyi satranç oynar.
B1 Temel Akademik İsimler,point,"nokta, puan, uç",isim,B1,,He's got a point.,O haklı.
B1 Temel Akademik İsimler,poison,"zehirlemek, zehir, otalamak",isim,B1,,I didn't poison Tom.,Tom'u zehirlemedim.
C1 Üst Düzey Akademik İsimler,population,"nüfus, ahali, sekene",isim,C1,,What's Boston's population?,Boston'un nüfusu nedir?
B1 Temel Akademik İsimler,porch,"portik, sundurma veranda, giriş",isim,B1,,I'm on the porch.,Sundurmadayım.
B2 İleri Akademik İsimler,position,"mevki, pozisyon, konum",isim,B2,,He's out of position.,O yerinde değil.
B1 Temel Akademik İsimler,power,"yetki, güç, kuvvet",isim,B1,,I have no will power.,Benim irade gücüm yok.
C1 Üst Düzey Akademik İsimler,practicality,"kullanışlılık, uygulanabilirlik, pratiklik",isim,C1,,He is inclined to look at everything from the standpoint of its practicality and is neither stingy nor extravagant.,O her şeye pratikliği bakımından bakma eğilimindedir ve ne pinti ne de savurgandır.
B2 İleri Akademik İsimler,practice,"uygulamak, alıştırma yapmak, yapmak",isim,B2,apply,I'm out of practice.,Ben hamlamışım.
C1 Üst Düzey Akademik İsimler,precaution,"önlem, tedbir, ihtiyat",isim,C1,,It's just a precaution.,Bu sadece bir önlem.
C1 Üst Düzey Akademik İsimler,precautions,önlemler,isim,C1,,Didn't you take precautions?,Önlemler almadın mı?
C1 Üst Düzey Akademik İsimler,predictions,"tahminler, kehanetler",isim,C1,,I'm making no predictions.,Tahmin yapmıyorum.
C1 Üst Düzey Akademik İsimler,prejudgment,"önyargı, yargılamadan verilen hüküm, peşin hüküm",isim,C1,,The investigation highlighted the critical role of prejudgment.,Soruşturma önyargı kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,prejudice,"önyargı, zayıflatmak, haksız hüküm verdirmek",isim,B2,,Prejudice will continue to exist.,Önyargı var olmaya devam edecektir.
B2 İleri Akademik İsimler,presence,"mevcudiyet, buradalık, oluş",isim,B2,,I can feel Tom's presence.,Tom'un mevcudiyetini hissedebiliyorum.
C1 Üst Düzey Akademik İsimler,presentation,"sunum, sahneleme, arz",isim,C1,,How did the presentation go?,Sunum nasıl gitti?
C1 Üst Düzey Akademik İsimler,presentations,sunular,isim,C1,,The investigation highlighted the critical role of presentations.,Soruşturma sunular kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,press,"basmak, bastırmak, baskı yapmak",isim,B1,,Don't press your luck.,Şansını zorlama.
B2 İleri Akademik İsimler,pressure,"basınç, baskı, zorlamak",isim,B2,,My blood pressure is low.,Kan basıncım düşük.
C1 Üst Düzey Akademik İsimler,prevention,"menetme, önlem, engelleme",isim,C1,,Prevention is the best medicine.,Korunmak en iyi ilaçtır.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",price,"bedel, fiyat, ücret",isim,B1,,I'll pay any price.,Ben herhangi bir fiyatı öderim.
B1 Temel Akademik İsimler,prior,"önceden, daha önce olan, daha erken olan",isim,B1,,I have a prior engagement.,Bir randevum var.
B1 Temel Akademik İsimler,prison,"hapishane, cezaevi, hapis",isim,B1,,I'm at the prison.,Hapishanedeyim.
B2 İleri Akademik İsimler,prisoner,"esir, tutuklu, tutsak",isim,B2,,I was once a prisoner.,Ben bir zamanlar bir mahkumdum.
B2 İleri Akademik İsimler,prisoners,mahkumlar,isim,B2,,Don't take any prisoners.,Hiçbir mahkûmu götürmeyin.
B2 İleri Akademik İsimler,problem,"problem, mesele, sorun",isim,B2,,I've got a problem.,Bir sorunum var.
B2 İleri Akademik İsimler,procedure,"prosedür, yöntem, ameliye",isim,B2,,It's a routine procedure.,Bu rutin bir işlemdir.
B2 İleri Akademik İsimler,process,"işlemek, işlem, süreç",isim,B2,,It's a long process.,Bu uzun bir süreçtir.
C1 Üst Düzey Akademik İsimler,production,"üretme, yapım, imal",isim,C1,,Production of rice has decreased.,Pirinç üretimi azaldı.
C1 Üst Düzey Akademik İsimler,professionals,profesyonel,isim,C1,,Leave it to the professionals.,Bunu profesyonellere bırak.
B2 İleri Akademik İsimler,programs,programlar,isim,B2,,I like news programs on TV.,Televizyonda haber programlarını severim.
B2 İleri Akademik İsimler,progress,"gelişmek, gelişim göstermek, ilerlemek",isim,B2,,I've made some progress.,Biraz ilerleme kaydettim.
C1 Üst Düzey Akademik İsimler,progression,"ilerleme, devamlılık, sıra",isim,C1,,What's the chord progression?,Akort ilerlemesi nedir?
B2 İleri Akademik İsimler,promoting,"yükseltme, terfi ettirme",isim,B2,,The company is promoting a new car on TV.,Şirket televizyonda yeni bir araba tanıtımı yapıyor.
B1 Temel Akademik İsimler,proof,"kanıt, ispat, dayanıklı hale getirmek",isim,B1,,Don't you want proof?,Kanıt istemiyor musun?
B1 Temel Akademik İsimler,proper,"uygun, münasip, rabıtalı",isim,B1,,I'll go get the proper forms.,Uygun formları almaya gideceğim.
C1 Üst Düzey Akademik İsimler,proportion,"orantı, oran, ayarlamak",isim,C1,,Each man's pay was in proportion to his work.,Her birinin ödemesi onun eseri ile orantılıydı.
B2 İleri Akademik İsimler,prospect,"olasılık, maden aramak, altın aramak",isim,B2,,It's a depressing prospect.,Çok iç karartıcı bir ihtimal.
C1 Üst Düzey Akademik İsimler,protection,"himaye, koruma, korunma",isim,C1,,I don't need protection.,Korumaya ihtiyacım yok.
B2 İleri Akademik İsimler,proteins,proteinler,isim,B2,,The investigation highlighted the critical role of proteins.,Soruşturma proteinler kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,protests,protestolar,isim,B2,,The protests have died down.,Protestolar bitti.
C1 Üst Düzey Akademik İsimler,psychology,"ruh bilimi, psikoloji, tinbilim",isim,C1,,I have a degree in psychology.,Psikoloji diplomam var.
B2 İleri Akademik İsimler,publicity,"tanıtım, ilan, propaganda",isim,B2,,It was a publicity stunt.,O bir tanıtım dublörlüğüydü.
B1 Temel Akademik İsimler,pull,"çekmek, kalkmak, hareket etmek",isim,B1,,Don't pull my leg!,Benimle dalga geçme!
B1 Temel Akademik İsimler,pupil,"öğrenci, öğrenci öğretmen, stajyer",isim,B1,,Tom's pupils are dilated.,Tom'un göz bebekleri büyümüş.
B2 İleri Akademik İsimler,purchase,"satın almak, satın alma, alım",isim,B2,,Thank you for your purchase.,Satın almanız için teşekkür ederim.
B2 İleri Akademik İsimler,putting,"yerleştirme, koyma",isim,B2,,He's putting on airs.,O fiyaka yapıyor.
B1 Temel Akademik İsimler,puzzle,"bulmaca, bilmece, şaşırmak",isim,B1,,I'm solving a puzzle.,Bir bulmaca çözüyorum.
B2 İleri Akademik İsimler,quality,"kalite, nitelik, kaliteli",isim,B2,,I prefer quality to quantity.,Kaliteyi miktara tercih ederim.
B2 İleri Akademik İsimler,quantity,"nicelik, miktar, azlık çokluk",isim,B2,,I prefer quality to quantity.,Kaliteyi miktara tercih ederim.
B2 İleri Akademik İsimler,quantum,"pay, hisse, kuantum",isim,B2,,The investigation highlighted the critical role of quantum.,Soruşturma pay kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,quarter,"çeyrek, yerleştirmek, dörde bölmek",isim,B2,,It's a quarter to two.,İkiye çeyrek var.
B2 İleri Akademik İsimler,question,"soru, sorular sormak, sorgulamak",isim,B2,,I've got a question.,Benim bir sorum var.
B2 İleri Akademik İsimler,quicker,"hızlı, daha hızlı, daha çabuk",isim,B2,,You're quicker than me.,Benden daha hızlısın.
B1 Temel Akademik İsimler,quiz,"sınav yapmak, çok soru sormak, sorgulamak",isim,B1,,We had a quiz today.,Biz bugün bir sınav olduk.
B1 Temel Akademik İsimler,range,"silsile, sıra, çeşitlilik",isim,B1,,It's hard to tell at this range.,Bu mesafeden söylemek zor.
B2 İleri Akademik İsimler,ranging,"değişme, serbestçe dolaşan, dolaşıp duran",isim,B2,,Many boys and girls ranging from 12 to 18 entered the contest.,12 ila 18 arasında değişiklik gösteren birçok erkek ve kız yarışmaya katıldı.
B1 Temel Akademik İsimler,rate,"kur, oran, addetmek",isim,B1,,That's the going rate.,"O, gidiş oranıdır."
B1 Temel Akademik İsimler,rates,"bedeller, fiyat listesi, yerel yönetim tarafından toplanan vergi/vergiler",isim,B1,,Interest rates are going up.,Faiz oranları artıyor.
B1 Temel Akademik İsimler,ratio,"oran, orantı, nispet",isim,B1,,The investigation highlighted the critical role of ratio.,Soruşturma oran kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,ray,"ışın, ışın tedavisi yapmak, ışımak",isim,B1,,Let's take an X-ray just in case.,Her ihtimale karşı bir film çekelim.
C1 Üst Düzey Akademik İsimler,reachability,"ulaşılabilirlik, erişilebilirlik",isim,C1,,The investigation highlighted the critical role of reachability.,Soruşturma ulaşılabilirlik kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,reaction,"tepkime, reaksiyon, tepki",isim,B2,,What was Tom's reaction?,Tom'un tepkisi neydi?
B2 İleri Akademik İsimler,reading,"okuma, mana, yorum",isim,B2,,I'm reading a book.,Bir kitap okuyorum.
B1 Temel Akademik İsimler,realm,"krallık, alem, memleket",isim,B1,,The investigation highlighted the critical role of realm.,Soruşturma krallık kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,reason,"sebep, akıl, gerekçe",isim,B1,,Do I need a reason?,Bir nedene ihtiyacım var mı?
B2 İleri Akademik İsimler,receiving,"alış, karşılama, alma",isim,B2,,I keep receiving unwanted emails.,İstemediğim e-postaları almaya devam ediyorum.
C1 Üst Düzey Akademik İsimler,recommendation,"tavsiye, tavsiyename, iş başarı belgesi",isim,C1,,Do you have a recommendation?,Bir tavsiyen var mı?
B2 İleri Akademik İsimler,recover,"kurtarmak, iyileşmek, sağalmak",isim,B2,heal,I'm sure you'll recover.,Eminim iyileşeceksin.
C1 Üst Düzey Akademik İsimler,recovering,"ihya, geri alma, kendine gelme",isim,C1,,He has no chance of recovering.,Onun iyileşme şansı yok.
B2 İleri Akademik İsimler,recovery,"kurtulma, atlatma, toparlanma",isim,B2,,He made a speedy recovery.,O hızlı bir iyileşme yaptı.
B2 İleri Akademik İsimler,reducing,"eksiltme, kısma, zayıflama",isim,B2,,Karaoke is good for reducing stress.,Karaoke stresi azaltmak için iyidir.
B2 İleri Akademik İsimler,reformer,"reformcu, yenilikçi, düzelten kimse",isim,B2,,The investigation highlighted the critical role of reformer.,Soruşturma reformcu kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,reformist,"reformcu, ıslahatçı, yenilikçi",isim,B2,,The investigation highlighted the critical role of reformist.,Soruşturma reformcu kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,region,"bölge, yöre, ülke",isim,B1,,We found gold in that region.,Bu bölgede altın bulduk.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",regulation,"düzenleme, nizam, regülasyon",isim,C1,,"The regulation was abolished, but then it was reenacted.",Düzenleme kaldırıldı ama sonra yeniden yürürlüğe kondu.
C1 Üst Düzey Akademik İsimler,rehabilitation,"rehabilitasyon, ıslah, haklarını geri verme",isim,C1,,Making amends is the first step toward rehabilitation.,Telafi etmek rehabilitasyona doğru ilk adımdır.
C1 Üst Düzey Akademik İsimler,relativity,"izafiyet, bağıntıcılık, mensubiyet",isim,C1,,Few scientists understand the theory of relativity.,Görecelik teorisini az sayıda bilimci anlıyor.
C1 Üst Düzey Akademik İsimler,relaxation,"dinlenme, relaksasyon, istirahat",isim,C1,,What do you do for relaxation?,Rahatlamak için ne yapıyorsun?
B2 İleri Akademik İsimler,release,"piyasaya sunmak, piyasaya sürmek, satışa çıkarmak",isim,B2,,Don't release that dog.,O köpeği serbest bırakmayın.
B2 İleri Akademik İsimler,releasing,"salma, serbest bırakma, serbest bırakan",isim,B2,,I'm releasing the prisoners.,Tutukluları serbest bırakıyorum.
B2 İleri Akademik İsimler,relevance,"ilgi, alaka, bağıntılılık",isim,B2,,I don't see the relevance.,Ben alakayı görmüyorum.
B2 İleri Akademik İsimler,reliance,"güven, güvenç, güvenme",isim,B2,,The investigation highlighted the critical role of reliance.,Soruşturma güven kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,remains,"kalıntılar, artıklar, ceset",isim,B2,,He remains sick in bed.,"O, hastalıktan yatağa düştü."
B1 Temel Akademik İsimler,remedy,"deva, çare, çare bulmak",isim,B1,"cure, treatment",I have a remedy for that.,Bunun için bir çarem var.
C1 Üst Düzey Akademik İsimler,represents,"aşağıdaki tutarlardan daha yüksek olanını aşan, her nokta, ilgili boyut",isim,C1,,A talent agency represents actors.,Bir yetenek ajansı aktörleri temsil eder.
B2 İleri Akademik İsimler,request,"rica etmek, talep etmek, istem",isim,B2,,It wasn't a request.,O bir rica değildi.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",research,"incelemek, araştırmak, araştırma yapmak",isim,B2,,I did a little research.,Birazcık araştırma yaptım.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",researcher,"araştırmacı, araştırıcı, araştırma görevlisi",isim,C1,"scientist, analyst, investigator","He said, ""I plan to become a researcher.""","O, ""bir araştırmacı olmayı planlıyorum"" dedi."
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",researchers,araştırmacılar,isim,C1,,Researchers say that it's easier to lose weight if you eat three square meals a day.,Araştırmacılar günde üç doyurucu yemek yersen kilo vermenin daha kolay olduğunu söylüyor.
C1 Üst Düzey Akademik İsimler,resilience,"elastikiyet, geri tepme, çabuk iyileşme gücü",isim,C1,,The investigation highlighted the critical role of resilience.,Soruşturma elastikiyet kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,resource,"kaynak, kaynak sağlamak, beceriklilik",isim,B2,,Water is a precious resource.,Su çok kıymetli bir kaynaktır.
B2 İleri Akademik İsimler,response,"cevap, karşılık, yanıt",isim,B2,,That's a good response.,O iyi bir yanıt.
B1 Temel Akademik İsimler,rest,"dinlendirmek, dinlenmek, dinlenme",isim,B1,,Can I rest a bit?,Biraz dinlenebilir miyim?
C1 Üst Düzey Akademik İsimler,restlessness,"yerinde duramama, huzursuzluk, uykusuzluk",isim,C1,,His restlessness gave her a hint that something was wrong.,Onun huzursuzluğu ona bir şeylerin yanlış olduğuna dair bir ipucu verdi.
